0.6442971;0.9823583;-0.28789443
-0.015812306;0.24760537;-0.21156554
-0.109524846;-0.577697;-0.38800243
0.2592551;-0.85747004;-0.75727695
0.4417791;-0.5969136;-0.8464466
0.3127983;-0.26190585;-0.63653225
0.22211362;-0.25171217;-0.6342258
0.3808159;-0.61543226;-0.85894316
0.5921527;-0.9985958;-0.9277795
0.64247215;-0.90512663;-0.8281611
0.47022775;-0.5022263;-0.6531539
0.2386822;-0.18928105;-0.5412731
0.09719575;-0.33579984;-0.42676848
0.021506604;-0.75301486;-0.3679773
0.07345528;-0.9211619;-0.13813183
0.15876423;-0.7306795;0.17855704
0.13326138;-0.42204362;0.36784562
-0.049640894;-0.2251349;0.1599015
-0.027212717;-0.05823291;-0.0470788
0.06572983;0.06903867;-0.14703804
0.027583862;0.09273094;-0.31763044
-0.02793291;0.04293475;-0.32597935
0.021403672;-0.0375272;-0.14203347
0.054622937;-0.036271762;0.17856072
-0.09380165;0.074107595;0.43503606
-0.31879133;0.06866107;0.34334135
-0.45503306;0.0018038586;0.32154807
-0.5171514;0.13894309;0.38067597
-0.48247117;0.28615448;0.42954078
-0.49222693;0.19767357;0.49675763
-0.5125315;0.10501386;0.5161561
-0.44127524;0.14026108;0.46292487
-0.30927017;0.20752136;0.2890899
-0.14741614;0.2863296;0.18439692
0.013317081;0.25406367;0.06314254
-0.001846335;-0.10299906;-0.05886097
-0.11397707;-0.69177425;0.081036225
-0.31930664;-0.9284194;0.22107898
-0.5585703;-0.44898552;0.36748818
-0.59998125;0.4861241;0.8346155
-0.386235;1.1482743;1.2801925
-0.055863004;1.2795569;1.3710289
0.1584346;0.793958;1.1124482
0.13612267;0.15860392;0.68058354
0.018273141;-0.29030436;0.26634184
0.020868514;-0.449431;-0.08692654
0.06044481;-0.46891978;-0.5039162
0.23585585;-0.40951082;-0.684383
0.39805967;-0.20260866;-0.6225064
0.40594774;-0.049586933;-0.60425514
0.4185082;9.5545396E-4;-0.5896541
0.50668156;-0.0054856366;-0.39984828
0.38034526;0.01904899;-0.26987863
0.044901196;0.3230517;-0.10340289
-0.19845404;0.64437884;0.17977768
-0.31813824;0.57331556;0.5313221
-0.4701356;0.15865247;0.8031827
-0.5542335;-0.23245303;0.9925462
-0.5527618;-0.43283743;1.0159119
-0.5047094;-0.33064494;0.8221046
-0.34126753;0.05892155;0.48893365
-0.054264028;0.44088724;0.09427191
0.22846378;0.6730223;-0.22145747
0.40152103;0.6556053;-0.380291
0.37434182;0.44323426;-0.37298277
0.23072346;0.17177491;-0.27026123
0.062703766;-0.17351757;-0.16620898
-0.09358699;-0.5106891;-0.12359218
-0.07799459;-0.74136376;-0.04887375
0.09385432;-0.855591;0.220276
0.09383346;-0.7688478;0.5512208
-0.09055823;-0.47757822;0.70347667
-0.28807157;-0.02893759;0.5284063
-0.30233228;0.53778744;0.23210005
-0.13874081;0.91616744;0.03880504
0.05150735;1.0219965;-0.07833097
0.17245588;0.98947215;-0.22516477
0.1598397;0.96501523;-0.3863818
0.16537176;0.8751372;-0.45910546
0.1729224;0.807141;-0.62040937
0.11646293;0.5097753;-0.6744525
0.14004534;-0.18671101;-0.602062
0.13078627;-0.7524938;-0.4816496
0.18900402;-0.7254326;-0.17281967
0.23557821;-0.43972105;0.08049426
0.06971257;-0.31583932;0.2175204
-0.20047994;-0.28704646;0.18651633
-0.088508956;-0.20619968;0.18358806
0.06981783;-0.25558475;0.046870448
0.07147927;-0.24665529;-0.006253641
-0.061566584;-0.18638673;-0.10187791
-0.21800327;-0.33192188;0.06224767
0.17559738;-0.22647502;-0.040826865
0.09672791;-0.024930006;-0.2639115
-0.20386767;0.10818099;-0.1580042
-0.07871914;0.3084198;-0.17327836
-0.06297531;0.24673584;-0.13862269
